Experiment Name,Sequence Name,Data Size,Learning Time (s),CPU Usage (%),RAM Usage (MB),CPU Speed (GHz),Cores Used,Training Accuracy (%)
MultiSequenceLearning,S1,49,1291.5034258,255101.5625,35.890625,2.401,4,100
MultiSequenceLearning,S2,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S3,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S4,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S5,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S6,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S7,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S8,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S9,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S10,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S11,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S12,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S13,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S14,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S15,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S16,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S17,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S18,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S19,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S20,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S21,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S22,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S23,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S24,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S25,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S26,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S27,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S28,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S29,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S30,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S1,49,1291.5034258,255101.5625,35.890625,2.401,4,100
MultiSequenceLearning,S2,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S3,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S4,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S5,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S6,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S7,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S8,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S9,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S10,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S11,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S12,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S13,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S14,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S15,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S16,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S17,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S18,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S19,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S20,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S21,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S22,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S23,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S24,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S25,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S26,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S27,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S28,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S29,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S30,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S1,49,1291.5034258,255101.5625,35.890625,2.401,4,100
MultiSequenceLearning,S2,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S3,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S4,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S5,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S6,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S7,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S8,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S9,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S10,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S11,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S12,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S13,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S14,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S15,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S16,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S17,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S18,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S19,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S20,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S21,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S22,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S23,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S24,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S25,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S26,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S27,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S28,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S29,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S30,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S1,49,1291.5034258,255101.5625,35.890625,2.401,4,100
MultiSequenceLearning,S2,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S3,49,1291.5034258,255101.5625,35.890625,2.401,4,97.95918367346938
MultiSequenceLearning,S4,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S5,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S6,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S7,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S8,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S9,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S10,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S11,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S12,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S13,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S14,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S15,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S16,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S17,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S18,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S19,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S20,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S21,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
MultiSequenceLearning,S22,9,1291.5034258,255101.5625,35.890625,2.401,4,88.88888888888889
